pl_name,period,radius,depth,star_temp,star_radius,insolation,label_raw,source,label,log_period,log_insolation,radius_star_ratio,density_proxy,planet_temp_estimate
K04362.01,374.59003,1.34,267.9,5497.0,0.827,0.62,FALSE POSITIVE,Kepler,0.0,5.9284982027858515,0.4824261492442927,1.6203143893591296,0.025786990224357452,577.5444128452464
K04427.01,147.661729,1.59,1087.8,3788.0,0.49,0.23,CANDIDATE,Kepler,-1.0,5.001673449795906,0.20701416938432615,3.2448979591836737,0.056913918995628296,487.93170394997895
K04428.01,13.00291716,1.28,225.3,5796.0,0.8,60.11,CANDIDATE,Kepler,-1.0,2.6392656764809717,4.1126755189068245,1.5999999999999999,0.23148140294290334,3214.6816752148648
K07665.01,319.30633,1.26,155.2,6095.0,1.014,1.44,FALSE POSITIVE,Kepler,0.0,5.76927781914228,0.8919980393051105,1.242603550295858,0.026971112446445684,768.0224685518608
K02972.02,42.0292298,2.33,373.7,5850.0,1.217,26.46,CANDIDATE,Kepler,-1.0,3.761879647550182,3.312730400339825,1.9145439605587509,0.19274729860600084,2225.9245614450847
K04429.01,1.75254087,1.41,42.5,6660.0,2.074,8141.84,FALSE POSITIVE,Kepler,0.0,1.012524437824172,9.004894292496,0.6798457087753134,0.9700043373242524,16200.541463630183
K04430.01,0.505111993,1.58,212.8,5262.0,0.783,2970.58,CANDIDATE,Kepler,-1.0,0.4088673093857465,7.996849076874063,2.0178799489144317,2.49114285815551,14649.50285870552
K02433.05,0.646745436,1.49,115.6,6325.0,1.112,7468.24,FALSE POSITIVE,Kepler,0.0,0.4988008770151647,8.918548532656457,1.3399280575539567,1.992342594966747,18545.187957958533
K04222.01,3.38557445,1.63,121.9,5718.0,1.48,1122.9,CONFIRMED,Kepler,1.0,1.4783206206647002,7.024560058524221,1.1013513513513513,0.7229351791684149,8453.641503794686
K04223.01,2.754024,1.68,172.2,6419.0,1.188,1374.41,FALSE POSITIVE,Kepler,0.0,1.3228283313244882,7.226507147471491,1.4141414141414141,0.8550617277136087,9427.070129318177
K04224.01,1.975208831,1.59,76.3,6401.0,1.744,4299.89,FALSE POSITIVE,Kepler,0.0,1.0903142318281362,8.366577257009109,0.911697247706422,1.0100009413810174,13449.296261730608
K04225.01,0.960843605,19.15,141.7,5708.0,1.129,3120.32,FALSE POSITIVE,Kepler,0.0,0.6733747913565898,8.046011268254798,16.961913197519927,19.666797329481454,13835.332013161198
K04293.01,4.206109,0.91,120.0,5480.0,0.802,235.01,FALSE POSITIVE,Kepler,0.0,1.649832743733136,5.463874177009261,1.1346633416458853,0.3492376390405084,5350.723179265723
K04294.01,0.962590772,31.51,1021.6,6274.0,1.062,3989.37,FALSE POSITIVE,Kepler,0.0,0.6742654228531856,8.291639237414152,29.670433145009415,32.321184913211816,14735.7053158112
K04295.01,13.3997555,1.51,167.3,6401.0,1.15,145.65,CONFIRMED,Kepler,1.0,2.6672112272711406,4.9880487954234605,1.3130434782608698,0.2676572621447316,4193.081584476884
K04296.01,2.49385348,0.59,46.9,5615.0,0.85,579.64,CANDIDATE,Kepler,-1.0,1.2510052760873012,6.36413094346476,0.6941176470588235,0.3208273536063708,7330.080744006786
K07656.01,0.776950288,1.72,396.0,5861.0,0.865,2974.07,FALSE POSITIVE,Kepler,0.0,0.5748985735420328,7.998022847114683,1.9884393063583814,2.035165001728753,13828.279890699172
K04297.01,5.93725628,0.86,115.6,5428.0,0.799,148.97,FALSE POSITIVE,Kepler,0.0,1.9369063476446406,5.010435274093589,1.0763454317897372,0.2622856845152923,4452.514403550874
K04363.01,18.22211768,7.45,2318.0,5162.0,0.958,34.99,CANDIDATE,Kepler,-1.0,2.9560615785340536,3.5832411220909393,7.776617954070982,1.0758631720441678,2646.587965809717
K04364.01,4.56383697,1.22,201.8,5408.0,0.861,218.18,CONFIRMED,Kepler,1.0,1.716287972769229,5.389893310035246,1.4169570267131242,0.4434109522082882,5252.404923740379
K02722.05,16.5340022,1.17,89.2,6052.0,1.202,106.21,CANDIDATE,Kepler,-1.0,2.8641419786369005,4.674789527868148,0.9733777038269551,0.18027432067626653,3648.775640106887
